,created_at,res,full_text,screen_name,followers_count,friends_count,retweet_count,favorite_count,Hashtag
236,Thu Apr 01 02:29:29 +0000 2021,0,"@jovenmusic on ""The Social and #Streaming Power of #Black #Female #Artists and #Fans""

On #instagramdown and #Twitter, female artists are hands down dominating male artists.... Via @chartmetric 

https://t.co/4tWRRMcjhe https://t.co/Ey7oTRCOrG",RevohlooHQ,3269,996,0,0,instagramdown  .
2042,Sun Mar 21 11:45:28 +0000 2021,1,"RT @RSonwane1: People are getting addicted to games like fauG &amp; its creator has no worries. He is busy selling virtual guns, swords &amp; what…",Chaital45921876,13,8,7,0,SavetheYouthBanFauG.
637,Sat Mar 20 09:21:21 +0000 2021,1,"RT @Radhika_meena11: #modi_rojgar_do 
#modi_job_do https://t.co/ofhvdqg30j",ashish_tompe,52,73,50,0,modirozgardo
2465,Thu Mar 25 17:37:46 +0000 2021,1,"To save Delhi administration from collapse, #GNCTDBill was urgently needed! #BJPScaredOfKejriwal sonu",umakantsingh_IN,572,504,0,0,GNCTDBill
475,Tue Mar 23 16:46:49 +0000 2021,1,RT @CartoonistSan: Old one. #MartyrsDay https://t.co/YB1GwabomT,maharshi_17,8,12,0,306,MartyrsDay
1096,Fri Mar 26 03:06:06 +0000 2021,1,"RT @sunetrac: ‘We dont follow the best constitutional norms, we follow the worst... since Indira, Rajiv, govt has practiced coercive federa…",neerajwriting,2881,1186,6,0,GNCTDBill
558,Fri Mar 26 05:56:36 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",Sushil54437977,1,1,4882,0,GNCTDBill
282,Sun Mar 21 12:09:07 +0000 2021,1,"RT @UN: Sunday is #WorldPoetryDay!

Let's celebrate the power of poetry to illuminate the beauty that surrounds us &amp; the resilience of the…",DECCLESIS,15478,14729,30,0,WorldPoetryDay
1094,Fri Mar 26 03:06:21 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",Mohitpa81265324,4,39,4882,0,GNCTDBill
2270,Thu Mar 25 18:04:23 +0000 2021,1,"RT @derekobrienmp: “We 10 MPs flew from Bengal for this discussion, although there's an election coming up. 

@MamataOfficial Didi told us,…",SanjeethSRG,125,505,856,0,GNCTDBill
52,Fri Mar 26 12:42:49 +0000 2021,1,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",MrBiteMe,2,30,6861,0,GNCTDBill
702,Thu Apr 01 04:01:51 +0000 2021,1,"RT @_Dptweets7: #instagramdown again

Meanwhile #Twitter 🤣🤣 https://t.co/iHJTFJlvJ8",Froyooyes,14,30,2,2,instagramdown  .
1218,Fri Mar 26 02:26:36 +0000 2021,1,"RT @parvezcivil: Mr. Kejriwal  you will be reduced to same as you acted during Delhi riots i.e. #chowkidaar ...

#नहीं_भूलेंगे
#SanghiGunda…",Sagar_Congress,163,240,43,0,GNCTDBill
1329,Thu Apr 01 17:25:11 +0000 2021,1,"RT @WidgeWemnen: ""So I was like I just wanna go home, and this mf tries to drown me""

#GodzillaVsKong https://t.co/Qa3IgnWeRo",mhdzairn,157,158,1285,1285,godzillavskong  .
64,Sun Mar 21 12:06:03 +0000 2021,1,RT @AdamCSharp: Happy #WorldPoetryDay! If you ever find yourself thinking that poets are a more sophisticated breed than the ordinary perso…,KarenMHJ,574,175,50,0,WorldPoetryDay
2196,Thu Mar 25 18:16:49 +0000 2021,1,"RT @AamAadmiParty: MUST WATCH 🔥

AAP MP @SanjayAzadSln roars inside the Rajya Sabha against Modi Govt's Unconstitutional #GNCTDBill https:/…",varunachar,499,434,1413,0,GNCTDBill
141,Fri Mar 26 10:42:34 +0000 2021,1,"RT @AamAadmiParty: MUST WATCH 🔥

AAP MP @SanjayAzadSln roars inside the Rajya Sabha against Modi Govt's Unconstitutional #GNCTDBill https:/…",zamaan_abbas,23,79,1414,0,GNCTDBill
908,Tue Mar 23 15:44:51 +0000 2021,0,RT @punjab_wc: Lets get together for the justice to the farmers and give tribute to the martyrs who have taught us to fight against injust…,HarmanS22953138,442,429,5,0,MartyrsDay
1354,Tue Mar 23 16:38:24 +0000 2021,1,"RT @IndiaWakesUp_: Veer #BhagatSingh, #Sukhdev Thapar and Shivaram #Rajguru were hanged by British Raj for what they did for freedom strugg…",bhumitydv1,1,26,55,0,MartyrsDay
1904,Thu Mar 25 19:12:17 +0000 2021,0,"It is shocking indeed that 50 pc of vacancies meant for #OBCs, #SCs and #STs are yet to filled up in Central government entities. 

#कल_भारत_बंद_रहेगा #FarmLaws_DeathWarrant #BharatBandh #कुछ_लोग_होते_हैं_जो
#BlackDayForDemocracy, #GNCTDBill
#BuntyAurBabli2 #REPUBLIC #PalgharSadh",leadersof_India,1,0,0,1,GNCTDBill
2304,Sun Mar 21 16:02:00 +0000 2021,1,You can never be on his good side because he always has a darkseid #SnydersCut https://t.co/wZnBXIHEy3,jay58816014,5,61,0,0,snyderscut.
452,Sun Mar 21 11:45:10 +0000 2021,1,"RT @UNESCO: 21 March is #WorldPoetryDay! Let's celebrate the power of #poetry to shake us from everyday life!

📝 https://t.co/ygsuIzTfzC #S…",SiobhanKenna,743,1512,435,0,WorldPoetryDay
961,Tue Mar 23 16:52:35 +0000 2021,1,"RT @PapaMango8: Let us remember the great Revolutionaries Bhagat Singh, Shivaram Rajguru, Sukhdev Thapar and their extraordinary courage an…",RahulSinghalAAW,197,203,1,0,MartyrsDay
1858,Sun Mar 21 11:44:39 +0000 2021,1,Ban religion not games. Religion is threat to humanity #SavetheYouthBanFauG,Raushan41967238,2,41,0,0,SavetheYouthBanFauG.
875,Tue Mar 23 18:51:12 +0000 2021,0,"RT @saahilmenghani: Numbers shoot up at #FarmersProtest sites as young farmers arrive from villages on #MartyrsDay, #शहीद_दिवस.
SINGHU…",AhmadRa36525270,22,145,622,0,MartyrsDay
2681,Thu Mar 25 17:07:43 +0000 2021,1,"RT @INCMumbai: The double standards in these two tweets escape no one!

Isse kehte hain AAP beeti?

#GNCTDBill #नहीं_भूलेंगे https://t.co/A…",manavnautiya,1039,924,175,0,GNCTDBill
1033,Fri Apr 02 04:03:40 +0000 2021,1,RT @DRMovieNews1: #GodzillaVsKong  is EXPLOSIVE and has delivered the best opening day in over a year with a whopping $9.6M - on a Wednesda…,iqblrsyd23,153,175,61,0,godzillavskong  .
791,Sun Mar 21 10:57:45 +0000 2021,1,"""How many dead eyes can you look into before you die inside yourself? ""

#SnydersCut https://t.co/bnSRsAwLNJ",Ajaywobbs,3059,2532,3,3,snyderscut.
1740,Tue Mar 23 16:22:18 +0000 2021,1,"RT @rad_R_: Sidharth &amp; his fav freedom fighter भगत सिंह trending together ❤️

Koi comparison hi nahi I knw..Bt it feels gud to see Sidharth…",mahi110105,13,348,66,0,MartyrsDay
83,Sun Mar 21 09:09:21 +0000 2021,1,"RT @MahipalRathore: #SSC results often have major discrepancies and aspirants have to 'demand' corrective measures. 
High time SSC overhaul…",Bhushan99093387,966,454,7294,0,modirozgardo
1655,Thu Mar 25 20:56:05 +0000 2021,1,"RT @aartic02: Centre feeling insecure as @ArvindKejriwal 'emerging as an alternative' to Narendra Modi 
: @msisodia on #GNCTDBill  https://…",atulgrwl,1521,3037,91,0,GNCTDBill
337,Tue Mar 23 15:42:54 +0000 2021,1,"RT @yadavmaheshbm: Tributes to the bold, fearless, and revolutionary freedom fighters Bhagat Singh, Sukhdev, Rajguru on Shaheed Diwas 🇮🇳.
T…",KRISHANMOHANKR6,487,1265,11,0,MartyrsDay
139,Sun Mar 21 12:01:06 +0000 2021,1,"RT @MCRCityofLit: 'Although it's hard to find the key in the jingle of my life, her smile lies on the latch for me, and her quiet door swin…",McrPoetryLib,1859,1043,1,0,WorldPoetryDay
580,Sun Mar 21 12:02:01 +0000 2021,1,"MODERN #MYSTICAL #POETRY for your transformation &amp; healing.

Get your book here: https://t.co/UKNGDwLlvn

#bookreview #bookreviews #grief #forgiveness #readers #readingcommunity #writingcommunity #poet #poetrybook #mindfulness #spiritualjourney #spiritualgrowth #worldpoetryday https://t.co/Bephwr9Yh2",WendyESlater,23796,22549,0,0,WorldPoetryDay
2173,Thu Mar 25 18:20:10 +0000 2021,1,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",ImranSa24246007,357,202,6862,0,GNCTDBill
1298,Fri Mar 26 02:02:07 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",Mohamma79483591,234,715,4882,0,GNCTDBill
646,Fri Mar 26 05:23:42 +0000 2021,1,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",Abhishe19779014,2,23,6861,0,GNCTDBill
2522,Thu Mar 25 17:30:48 +0000 2021,1,"RT @derekobrienmp: “We 10 MPs flew from Bengal for this discussion, although there's an election coming up. 

@MamataOfficial Didi told us,…",Grovs07,897,4317,856,0,GNCTDBill
434,Tue Mar 23 17:04:51 +0000 2021,1,RT @CartoonistSan: Old one. #MartyrsDay https://t.co/YB1GwabomT,Sahilll314,51,92,0,306,MartyrsDay
2372,Sun Mar 21 11:25:45 +0000 2021,1,"RT @RSonwane1: People are getting addicted to games like fauG &amp; its creator has no worries. He is busy selling virtual guns, swords &amp; what…",umalakshmiram,779,1533,7,0,SavetheYouthBanFauG.
1934,Thu Mar 25 19:06:37 +0000 2021,1,"RT @mr_mayank: Where the hell is Anna Hazare?

Ask him to protest for Kejriwal. 😀

#GNCTDBill",researchAditya,1591,4581,111,0,GNCTDBill
1119,Mon Mar 22 04:08:56 +0000 2021,1,"RT @OfficialMSGfc: Let's pledge to save water on this #WorldWaterDay .
Followers of Dera Sacha Sauda have already pledged to save water. Th…",NehaIns44584070,128,20,29,0,WorldWaterDay.
735,Fri Mar 26 04:55:32 +0000 2021,1,"RT @AamAadmiParty: MUST WATCH 🔥

AAP MP @SanjayAzadSln roars inside the Rajya Sabha against Modi Govt's Unconstitutional #GNCTDBill https:/…",AapKaDineshRana,1095,334,1414,0,GNCTDBill
1678,Thu Mar 25 20:45:38 +0000 2021,1,RT @GorwayGlobal: With the #GNCTDBill India is waking up to the realization that when they said #CongressMuktBharat they actually were hint…,SarahTitus0306,2074,2294,5,0,GNCTDBill
473,Sat Mar 20 13:38:07 +0000 2021,1,"OUR GOVERNMENT DIVERT ATTENTION.
OUR GOVERNMENT DESTROY YOUTHS LIFE
#बीजेपी_हिसाब_दो
#modi_rojgar_दो… https://t.co/RqgRShgyj4",NADEEMP16227773,1906,4591,1,1,modirozgardo
2149,Thu Mar 25 18:23:45 +0000 2021,1,"RT @ElonMast_: Condition of #ChaprasiKejriwal after Rajya Sabha passes #GNCTDBill 😂😂😂
*See full image* https://t.co/EoL7u2UqRr",JAIN_24T,2554,596,95,0,GNCTDBill
778,Fri Mar 26 04:43:54 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",ShamsabadiU,26,39,4882,0,GNCTDBill
137,Sun Mar 21 06:41:14 +0000 2021,1,"@PiyushGoyal @narendramodi Kab Ayega #RPF #NEW #VACANCY JO #2SAAL PAHLE ANNOUNCED KIYE THE?

PLZ DONT #SPOIL #RPF… https://t.co/SAcHPtImsM",Surabhi45039289,107,187,0,0,modirozgardo
9,Fri Apr 02 03:54:21 +0000 2021,0,RT @OriginalFunko: RT &amp,micotchie,93,512,15015,15015,godzillavskong  .
22,Sun Mar 21 16:02:38 +0000 2021,1,RT @BluRayAngel: This is Zack Snyder’s greatest one perfect shot #SnydersCut https://t.co/Z0YyRq8YkQ,sMskeeps,22,379,92,92,snyderscut.
2021,Thu Apr 01 17:25:04 +0000 2021,1,"RT @OhMyMithrandir: In case anyone is wondering, #GodzillaVsKong's Jia is played by a Deaf actress, Kaylee Hottle and I hope this debut rol…",L47653,11,86,1211,0,godzillavskong  .
2190,Wed Mar 31 04:57:28 +0000 2021,0,"Mi Band 6 - Worth Upgrading? | Features | Pricing | Launch date in India

Watch full video
https://t.co/7mUic1Ij4q

#MiBand6 #miband #mi #Smartwatch #OPPOBand #OnePlusWatch #instagramdown #WednesdayMotivation #BigHit #quotes #hira #Deprem #Covid_19 #Lockdown4 https://t.co/2PXSCK8sBa",techflood,5,14,0,2,instagramdown.
1124,Sun Mar 21 11:57:37 +0000 2021,1,"Poetry is the finest expression of creative human spirit. It is universal and has the power to raise one's consciousness to a higher level.

On this #WorldPoetryDay, my best wishes to all poetry lovers. Let's all join together to revive our oral traditions of poetry recitals. https://t.co/eoqPJCXh18",bhagya_deep_,18,213,0,1,WorldPoetryDay
2297,Sun Mar 21 15:40:39 +0000 2021,1,"RT @WEveryday1: This scene deserves much more love...
#RestoreTheSnyderVerse 
#TheFlash 
#SnydersCut https://t.co/5wDm8k401a",leebee4life,2228,1366,50,0,snyderscut.
563,Fri Mar 26 05:54:59 +0000 2021,1,"RT @INCMumbai: The double standards in these two tweets escape no one!

Isse kehte hain AAP beeti?

#GNCTDBill #नहीं_भूलेंगे https://t.co/A…",rafibnggmailco1,68,364,175,0,GNCTDBill
1730,Thu Mar 25 20:22:30 +0000 2021,1,"RT @derekobrienmp: My speech in #Parliament yesterday. Which book is more important? The Constitution or a Manifesto. 

Two people think it…",Arijit17Gupta,69,90,68,0,GNCTDBill
1549,Thu Mar 25 23:02:04 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",AfrozQuadri4,22,514,4882,0,GNCTDBill
202,Tue Mar 23 16:32:35 +0000 2021,1,"RT @urstrulyMGFC: Tribute to the great Indian freedom fighters &amp; revolutionaries #BhagatSingh, Sukhdev &amp; Rajguru on #ShaheedDiwas. Their se…",ShirdinathP,621,826,77,0,MartyrsDay
134,Sun Mar 21 11:43:57 +0000 2021,1,"RT @sgxnifty_live: Whole incident in a nut-shell !!!

Fadnavis #UddhavThackeray Sharad Pawar Raj Thackeray #BestCM #KejriwalBetrayed_Delhi…",surya_talkin,3,56,15,0,KejriwalBetrayed_Delhi.
1515,Thu Mar 25 23:45:51 +0000 2021,1,"RT @INCMumbai: The double standards in these two tweets escape no one!

Isse kehte hain AAP beeti?

#GNCTDBill #नहीं_भूलेंगे https://t.co/A…",Thakurt01811183,1,40,175,0,GNCTDBill
396,Sat Mar 20 16:20:39 +0000 2021,1,"RT @ASB04091: साहेब कोरोना कालात राजस्थान मध्ये काँग्रेस ची सत्ता असताना नोकर भरती करू शकतात तर आपल्या महाराष्ट्रात का नाही साहेब...
#NO_GA…",Aishwaryak3221,85,14,4,0,modirozgardo
393,Mon Mar 22 04:09:18 +0000 2021,1,"RT @ESA_EO: Tomorrow is #WorldWaterDay, and here's a striking example of why we have to #valuewater😟 

LEFT: A @CopernicusEU #Sentinel3 vie…",EPL_7_,867,538,81,0,WorldWaterDay.
1827,Thu Mar 25 19:39:34 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",SyedMis63591533,2,76,4882,0,GNCTDBill
791,Tue Mar 23 18:11:20 +0000 2021,1,"RT @PARInetwork: Find a more articulate 23-year-old. We'll wait. Until then, read his words. Download the 5,790 word essay by #BhagatSingh…",jagrt_kishan,11,66,474,0,MartyrsDay
2071,Wed Mar 31 05:31:41 +0000 2021,0,"#wednesdaythought
#instagramdown
#MyanmarMilitaryTerrorists
""Myanmar airstrikes force thousands to flee to Thai border""  https://t.co/542JlcBkGh",saanduep,512,1122,0,0,instagramdown  .
7,Sun Mar 21 14:36:03 +0000 2021,1,"#ICYMI:
#India Threatens #Jail for #Facebook, #WhatsApp and #Twitter Employees Over Farmer Protests - https://t.co/B7BywosS4P",DcSlumdog,1373,719,0,0,DaysOfCode.
2625,Thu Mar 25 17:16:17 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",PaulDundigalla,44,146,4885,0,GNCTDBill
220,Sun Mar 21 11:45:30 +0000 2021,1,"RT @UN_Women: The span of my hips, 
The stride of my step, 
The curl of my lips. 
I'm a woman
Phenomenally.

- @DrMayaAngelou, whose words…",AlisonGilliland,2908,1851,150,0,WorldPoetryDay
173,Sun Mar 21 12:06:31 +0000 2021,1,"RT @Olympics: Did you know that poetry used to be an official Olympic event? 📝

Here's an excerpt from Pierre de Coubertin's poem 'Ode to S…",Norbert60976479,983,3693,8,0,WorldPoetryDay
2214,Thu Mar 25 18:13:39 +0000 2021,1,RT @Snigdhabawa: #GNCTDBill is another Warning to the citizenry. The Modus Operandi has now been expanded from Rigged Elections and Buying…,IRFANNKPCC,635,1649,17,0,GNCTDBill
1387,Wed Mar 31 21:26:23 +0000 2021,1,RT @instagramdownnn: RETWEET if your INSTAGRAM IS DOWN! #instagramdown #instagram #instadown,Brianna94896935,1,36,16,0,instagramdown  .
416,Tue Mar 23 16:36:52 +0000 2021,1,"RT @PARInetwork: Find a more articulate 23-year-old. We'll wait. Until then, read his words. Download the 5,790 word essay by #BhagatSingh…",PARNILDH4,324,667,463,0,MartyrsDay
575,Tue Mar 23 17:54:48 +0000 2021,1,"RT @KIITUniversity: On the occasion of #SaheedDiwas (#MartyrsDay), #KIIT remembers the sacrifices of the 3 gallant freedom fighters - Bhag…",SambitDr,107,177,89,0,MartyrsDay
111,Tue Mar 23 15:57:11 +0000 2021,1,"RT @SirRatanPrakash: Remembering our freedom fighters - #BhagatSingh, #Sukhdev and #Rajguru who laid down their lives for our country’s fre…",Mr_alokmishra_1,21,27,5,0,MartyrsDay
1884,Sun Mar 21 16:43:04 +0000 2021,1,RT @RestingPlatypus: Only 40 minutes in but I’m loving it. Let’s go! #JusticeLeague  #SnydersCut,HannahF92092727,12,151,16,16,snyderscut.
1745,Wed Mar 31 07:36:20 +0000 2021,1,RT @bitter_truth_00: #instagramdown till then know God. https://t.co/76kWP1FY2B,komal0202,112,129,42,42,instagramdown  .
870,Fri Mar 26 04:18:11 +0000 2021,1,"RT @theGrillPost: The #GNCTD Bill, 2021 was passed by #RajyaSabha on #Wednesday, that increases the power of the #LieutenantGovernor and li…",unmatchedurvi,105,181,4,0,GNCTDBill
1045,Fri Mar 26 03:19:04 +0000 2021,1,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",Sereus247,61,325,6861,0,GNCTDBill
1952,Sun Mar 21 12:07:53 +0000 2021,1,RT @VexKing: Happy #WorldPoetryDay https://t.co/I5CgZyZpdW,Gurvindave,394,3008,16,16,WorldPoetryDay
1195,Fri Mar 26 02:34:35 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",skafrozalam,78,235,4882,0,GNCTDBill
760,Sun Mar 21 11:42:49 +0000 2021,1,"RT @Rish_VjMsD: A quick thread on #VaathiComing100MViews 🔥 and the people behind its success! 🥳 #Master #VaathiComing

1) Starting off with…",MASTER_VIJAY64,824,1731,326,0,VaathiComing100MViews.
695,Fri Mar 26 05:08:41 +0000 2021,1,"RT @doorva207: Finally Kejriwαl will understand how it feels to be Mαnmohαn singh. 

#GNCTDBill",Valar_Doharis,412,881,40,0,GNCTDBill
234,Sun Mar 21 12:06:51 +0000 2021,1,RT @theruthsmith: Celebrating #WorldPoetryDay on #SimplyFolk tonight at 10pm @RTERadio1 with this stellar line-up @Saint_Sister_ @LisaHanni…,WhyNotHerIre,1179,1466,4,0,WorldPoetryDay
711,Sat Mar 20 07:27:33 +0000 2021,1,"RT @iamthesrtg12: Modi ji when you will prove this meme wrong? 
@narendramodi @AmitShah @RahulGandhi @TheDeshBhakt @shambhav15 @loksabhaspe…",Nitinpandya46,49,134,149,0,modirozgardo
430,Fri Mar 26 06:53:36 +0000 2021,1,"RT @doorva207: Finally Kejriwαl will understand how it feels to be Mαnmohαn singh. 

#GNCTDBill",Roy__aashish,13562,12600,40,0,GNCTDBill
963,Fri Mar 26 03:49:44 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",rajeshgupt1961,23,122,4882,0,GNCTDBill
85,Tue Mar 23 15:18:59 +0000 2021,1,"RT @saahilmenghani: Numbers shoot up at #FarmersProtest sites as young farmers arrive from villages on #MartyrsDay, #शहीद_दिवस.
SINGHU…",AdvocateIndian,627,239,563,0,MartyrsDay
51,Sun Mar 21 12:00:14 +0000 2021,1,"RT @BorisJohnson_MP: At Eton I used to play rugger
At Oxford I learned how to punt
Some say I'm a bit of a bugger
But most people think I'm…",ElaineMountfor1,3,41,68,0,WorldPoetryDay
725,Sat Mar 20 07:11:07 +0000 2021,1,"RT @Vishwas29530407: #modi_rojgar_do  Increase upper age limit of Bank &amp; SSC by 2 years: 32 for Gen, 35 for OBC, 37 for SC/ST.  ##ReviseUpp…",DaizyMehta2,1,1,5,0,modirozgardo
14,Tue Mar 23 15:39:46 +0000 2021,1,"RT @Bkuektaugrahan: Dedicated to the #martyrdom of the martyrs #MartyrsDay #23March at #Tikri border #BhagatSingh,#Rajguru,#Kartarsinghsa…",MSKingra,1,158,113,0,MartyrsDay
